0	0	0	0	-381	-147
0	0.0002843	0.000307	0.0041593	-661	-190
0	0.0003163	0.0004492	0.0077703	-661	-190
0	0.0003212	0.0005994	0.0099453	-661	-190
0	0.0003277	0.0007418	0.0131314	-716	-201
0	0.000365	0.0009601	0.0155672	-716	-201
0	0.0003731	0.0012008	0.018189	-853	-227
0	0.0003831	0.0013654	0.0238052	-853	-227
0	0.0004058	0.0015685	0.0267191	-981	-254
0	0.0004138	0.0017354	0.0301443	-981	-254
0	0.0004205	0.0018859	0.0329328	-1158	-288
0	0.0004259	0.0028744	0.0368526	-1158	-288
0	0.0004316	0.003943	0.0403783	-1250	-307
0	0.0004412	0.0041545	0.0424319	-1279	-315
0	0.0004465	0.0043612	0.0444366	-1279	-315
0	0.0004527	0.0044872	0.0465541	-1279	-315
0	0.0004613	0.0046168	0.0486152	-1360	-336
0	0.0004684	0.0047605	0.050653	-1360	-336
0	0.0004735	0.0048856	0.0531967	-1360	-336
0	0.0004794	0.005109	0.0556811	-1429	-359
0	0.000487	0.0052638	0.0578641	-1429	-359
0	0.0004934	0.005405	0.0600171	-1429	-359
0	0.0005021	0.0055523	0.0620765	-1448	-366
0	0.0005078	0.00568	0.0641234	-1448	-366
0	0.0005142	0.0058026	0.0664243	-1448	-366
0	0.0005243	0.0059369	0.0686197	-1492	-379
0	0.000531	0.0060697	0.0711927	-1492	-379
0	0.0006648	0.0063726	0.0740505	-1507	-384
0	0.0006887	0.0071748	0.0770245	-1507	-384
0	0.0006937	0.0072863	0.0790206	-1537	-396
0	0.0007025	0.0074458	0.0811606	-1537	-396
0	0.0007109	0.0075604	0.0836527	-1537	-396
0	0.0007189	0.0077367	0.0862958	-1549	-401
0	0.0007236	0.0087584	0.0894516	-1549	-401
0	0.0007345	0.0089548	0.0915188	-1556	-405
0	0.0007392	0.0090676	0.0937726	-1556	-405
0	0.000745	0.0091941	0.0963249	-1556	-405
0	0.0007504	0.009356	0.0989706	-1558	-407
0	0.0007651	0.0101379	0.102345	-1558	-407
0	0.00077	0.0103378	0.104347	-1559	-408
0	0.0007744	0.0104505	0.10636	-1559	-408
0	0.0007794	0.0105676	0.109484	-1559	-408
0	0.0007869	0.0107844	0.112072	-1559	-409
