0	0	0	0	882	820
0	0.0004831	0.0160353	0.0037938	882	820
0	0.0005248	0.0318611	0.0072689	882	820
0	0.0005847	0.047418	0.0102478	882	820
0	0.00059	0.0635114	0.0122827	882	820
0	0.000606	0.0793147	0.0147484	882	820
0	0.0009298	0.0953857	0.0183802	882	820
0	0.0009364	0.111442	0.0210299	882	820
0	0.0009592	0.127242	0.0230717	882	820
0	0.0009644	0.143047	0.025193	882	820
0	0.0009695	0.159105	0.0279398	882	820
0	0.0010372	0.174424	0.0302657	882	821
0	0.001266	0.190297	0.0323885	881	821
0	0.0012722	0.205531	0.0344969	881	821
0	0.0016847	0.22131	0.0365615	881	822
0	0.00169	0.23654	0.0386461	881	822
0	0.0017043	0.251762	0.0407936	881	822
0	0.0017124	0.266965	0.0427791	881	822
0	0.0019551	0.282153	0.0447981	880	818
0	0.0021566	0.297402	0.0468149	870	792
0	0.0024532	0.312647	0.0489232	847	756
0	0.0028619	0.327885	0.0510269	827	728
0	0.003172	0.343159	0.0531557	812	694
0	0.0035318	0.358349	0.0552554	802	665
0	0.0038814	0.373554	0.0572739	803	618
0	0.0042125	0.388766	0.0599429	816	589
0	0.004638	0.404005	0.0619628	829	564
0	0	0	0	838	544
0	0.0002795	0.0152905	0.0021009	839	541
0	0.0002867	0.0305462	0.0040768	839	541
0	0.0006541	0.0458104	0.0062676	839	541
0	0.0007016	0.0608878	0.0083159	837	542
0	0.0007382	0.0751203	0.0103335	828	549
0	0.0010788	0.0869256	0.0123825	819	560
0	0.0014445	0.0994954	0.0144784	800	581
0	0.0017623	0.112549	0.0165758	787	597
0	0.0018189	0.123629	0.0185912	773	619
0	0.0020995	0.134645	0.0207001	767	629
0	0.0021325	0.145694	0.0230475	762	636
0	0.0025962	0.156846	0.025166	759	639
0	0.0027227	0.16798	0.0271957	759	641
0	0.0027291	0.179254	0.0294397	759	641
0	0.002756	0.19051	0.0314738	759	641
0	0.0029689	0.201541	0.0335248	759	642
0	0.0029738	0.212727	0.0356755	759	642
0	0.0029794	0.224003	0.0376653	759	642
0	0.0030157	0.235256	0.039636	759	642
0	0.0030203	0.246473	0.0416104	759	642
0	0.0030243	0.257683	0.0436281	759	642
0	0.0030373	0.26888	0.0457053	759	642
0	0.0030423	0.280147	0.0476857	759	642
0	0.0030466	0.291386	0.0498082	759	642
0	0.0030518	0.302623	0.0517781	759	642
0	0.0030572	0.313864	0.0537824	759	642
0	0.003062	0.325041	0.0558031	759	642
0	0.0033116	0.336051	0.0578934	760	641
0	0.0035267	0.347177	0.0601046	762	638
0	0.0038461	0.358275	0.0621875	767	634
0	0.0040851	0.369326	0.0643049	778	625
0	0.0043011	0.380358	0.0663262	787	619
0	0.0044064	0.391241	0.0683857	800	612
0	0.0046323	0.401946	0.0703909	811	608
0	0	0	0	816	607
0	0.0003391	0.0107886	0.0032271	818	606
0	0.0004294	0.0214979	0.0052892	825	604
0	0.0006032	0.0321692	0.0073991	826	604
0	0.0007255	0.0452254	0.0096025	827	603
0	0.0008048	0.0601773	0.0117042	828	602
0	0.0009541	0.0754777	0.0136983	829	601
0	0.0009593	0.0909175	0.0157894	829	601
0	0.0009663	0.106586	0.0178639	829	601
0	0.0009717	0.122647	0.019886	829	601
0	0.0009769	0.138081	0.0219308	829	601
0	0.001257	0.153398	0.0239321	830	601
0	0.0017502	0.168783	0.0259198	832	599
0	0.0021614	0.184185	0.0279437	833	598
0	0.002214	0.198817	0.0299942	838	596
0	0.0027277	0.213484	0.0319841	841	594
0	0.0027646	0.228176	0.0340134	842	593
0	0.0031211	0.242855	0.0360979	843	592
0	0.0033252	0.257574	0.038311	844	591
0	0.0034694	0.272469	0.0405359	844	590
0	0.0035994	0.287177	0.0427086	845	587
0	0.0036872	0.301685	0.044814	846	585
0	0.0038442	0.315818	0.0468434	846	583
0	0.0040967	0.329103	0.0489056	846	580
0	0.0042084	0.340997	0.05109	846	574
0	0.0045001	0.352423	0.0530788	845	571
0	0.0046112	0.364147	0.0550879	844	568
0	0.0047878	0.374804	0.057128	842	564
0	0.0049106	0.385499	0.0592015	841	563
0	0.0050904	0.399709	0.0612624	840	561
0	0.0051962	0.414013	0.0632832	840	560
0	0	0	0	839	557
0	0.0002277	0.0149069	0.0033959	838	556
0	0.0004059	0.0299975	0.0052841	836	551
0	0.000509	0.0450568	0.007102	835	546
0	0.0007815	0.0599375	0.0089287	832	542
0	0.0010133	0.0748006	0.0107521	832	541
0	0.0010179	0.0898188	0.0126117	832	541
0	0.0010589	0.104691	0.0144564	831	541
0	0.0018655	0.119172	0.0162776	829	543
0	0.0023319	0.133324	0.0181683	827	545
0	0.002531	0.1463	0.0200229	822	551
0	0.0027526	0.158498	0.0220166	821	557
0	0.0027578	0.17087	0.0238248	821	557
0	0.002803	0.182702	0.0258359	821	561
0	0.0029945	0.194496	0.0278221	821	565
0	0.0031758	0.206197	0.0297778	821	566
0	0.0034141	0.217838	0.0315561	821	567
0	0.0036247	0.229262	0.0333521	821	569
0	0.0039472	0.240584	0.0352282	822	572
0	0.0039583	0.2521	0.0370179	822	572
0	0.0045357	0.263688	0.0388709	822	573
0	0.0045402	0.275464	0.0407745	823	574
0	0.0045448	0.287301	0.0426064	823	574
