0	0	0	1077	702
0.0002791	0.0159121	0.0032737	1077	702
0.0005573	0.0320181	0.0059107	1077	702
0.0007675	0.048019	0.0079255	1077	702
0.0007757	0.0640491	0.0099298	1077	702
0.0012781	0.0800856	0.0119562	1077	702
0.0014232	0.0959119	0.0145394	1077	702
0.0014492	0.111972	0.016573	1077	702
0.0014646	0.127838	0.0193053	1077	702
0.0014702	0.143676	0.0214396	1077	702
0.0014833	0.159482	0.0246272	1077	702
0.0014904	0.175322	0.0267967	1077	702
0.0014978	0.191151	0.0288334	1077	702
0.0015048	0.206931	0.0308804	1077	702
0.0015314	0.22271	0.0328626	1077	702
0.0017686	0.237892	0.0348409	1077	702
0.0019113	0.253063	0.0372023	1077	702
0.0019249	0.268322	0.0394781	1077	702
0.0019594	0.283553	0.041783	1077	702
0.0020127	0.298805	0.0438197	1077	702
0.0020222	0.31402	0.045914	1077	702
0.0021599	0.329205	0.047929	1077	702
0.0021941	0.344465	0.0499357	1077	702
0.0023134	0.359713	0.0520123	1077	702
0.0023533	0.374939	0.0540035	1077	702
0.0023587	0.390116	0.0561213	1077	702
0.0023648	0.405295	0.058131	1077	702
0.0023712	0.420461	0.0602061	1077	702
0	0	0	1077	702
3.27e-05	0.0158029	0.0020258	1077	702
3.79e-05	0.0309757	0.0042118	1077	702
7.32e-05	0.046228	0.0064066	1077	702
0.0003102	0.061423	0.0084648	1027	691
0.0005251	0.0766489	0.0104882	956	678
0.0007906	0.0918607	0.0126187	878	662
0.0009176	0.107	0.0146086	820	649
0.001272	0.122225	0.0165979	765	631
0.001672	0.1374	0.0186597	711	607
0.002061	0.152588	0.0207054	695	597
0.0024822	0.167814	0.0227782	690	593
0.0024925	0.18303	0.0248354	690	593
0.0028068	0.198185	0.0270414	690	593
0.0028467	0.213419	0.0290711	690	593
0.0028533	0.22866	0.0311965	690	593
0.0028588	0.243849	0.0334461	690	593
0.0028789	0.259089	0.0355002	690	593
0.0029049	0.27432	0.0375307	690	593
0.0030145	0.289282	0.0395472	688	593
0.0032591	0.304204	0.0415984	685	594
0.0039136	0.318696	0.0435962	680	594
0.0040904	0.332182	0.0456869	674	598
0.0041709	0.345252	0.047744	672	599
0.0041902	0.358468	0.0497216	672	599
0.0042119	0.371705	0.0516817	672	599
0.0042172	0.384947	0.0536502	672	599
0.0042236	0.398232	0.0557439	672	599
0.004265	0.411045	0.0583	671	601
0	0	0	671	604
5.81e-05	0.012392	0.0022175	671	606
8.61e-05	0.0246854	0.0044832	671	609
0.0001449	0.0369295	0.0064741	671	610
0.0002152	0.0490071	0.0084262	672	610
0.000521	0.0612618	0.0104282	673	610
0.0006079	0.0736752	0.0126614	673	610
0.0006138	0.086098	0.0147274	673	610
0.0008041	0.0987725	0.0167562	675	610
0.0008396	0.112051	0.0188662	676	610
0.0008561	0.125316	0.0210246	677	610
0.0008768	0.138896	0.0231871	680	610
0.0009299	0.152741	0.025526	683	611
0.0010339	0.16341	0.0275527	687	613
0.0010853	0.174087	0.0295643	690	615
0.0012035	0.1848	0.0315804	692	616
0.0012377	0.196858	0.0335878	694	617
0.0013055	0.208813	0.0355792	696	618
0.0013109	0.220954	0.0376361	696	618
0.0014349	0.232933	0.039896	697	618
0.0014489	0.245084	0.0419185	697	618
0.0014729	0.256909	0.0439066	698	619
0.0015092	0.268818	0.0459805	700	619
0.0015452	0.280551	0.0479633	701	620
0.0015722	0.292294	0.0503933	702	620
0.0016216	0.304274	0.0524336	702	620
0.0016604	0.31623	0.054639	702	620
0.0016914	0.328188	0.0567039	702	620
0.0016972	0.340086	0.0587418	702	620
0.0017167	0.35201	0.0608218	702	620
0.0017597	0.363949	0.0628234	702	620
0.0017996	0.375859	0.0648083	706	619
0.0019749	0.386625	0.0667953	714	614
0.0020402	0.398355	0.0688894	718	610
0	0	0	720	609
3.81e-05	0.0114993	0.0020086	724	605
0.0001698	0.023033	0.004081	726	603
0.0002816	0.0347026	0.0060771	728	599
0.0003246	0.0464857	0.0112356	728	597
0.0003475	0.0581909	0.013354	729	594
0.0004208	0.0691348	0.0152178	729	590
0.000442	0.0797537	0.0171266	729	587
0.0005249	0.0902654	0.0188598	729	586
0.0006499	0.100718	0.0206671	727	585
0.0010874	0.112647	0.02243	724	584
0.0013113	0.124472	0.0242172	723	584
0.0013489	0.136508	0.0267161	722	584
0.0014003	0.148737	0.0292043	721	584
0.001445	0.161008	0.0311627	721	583
0.0015129	0.17354	0.032896	719	581
0.001554	0.18435	0.0347232	717	579
0.0016102	0.195285	0.0367697	715	577
0.0017446	0.206308	0.0385434	712	574
0.0018004	0.217354	0.0402727	710	573
0.0018513	0.228522	0.0431574	709	572
0.0018573	0.239898	0.0449508	709	572
0.0019048	0.251034	0.0467227	707	571
0.0019282	0.262373	0.048525	707	571
0.002158	0.273634	0.0503006	707	571
0.0022547	0.284759	0.0521674	706	571
0.0022598	0.296079	0.0539253	706	571
0.0024613	0.307162	0.0557698	705	572
0.0025509	0.318044	0.0578413	700	579
0.002623	0.333013	0.0595773	697	585
0.0026569	0.347995	0.0614582	692	590
0.0026968	0.363012	0.0640073	689	594
0.0027163	0.378026	0.0657367	687	598
0.0027971	0.393005	0.0675623	687	599
0.0028061	0.408215	0.0694858	687	599
0	0	0	687	600
9.19e-05	0.0152098	0.0018288	687	600
0.0001024	0.0304163	0.0037726	687	600
0.0001081	0.0456424	0.0055924	687	600
0.0002694	0.0606864	0.0082198	688	601
0.0003067	0.0757594	0.0100163	689	603
0.0004869	0.0910298	0.0118803	690	604
0.000511	0.106092	0.0136122	690	606
0.0005818	0.121251	0.015363	690	606
0.0006121	0.135869	0.0171847	691	609
0.0008812	0.150284	0.0189849	692	611
0.0009261	0.164645	0.0208569	693	612
0.0009543	0.179169	0.0226509	693	612
0.0009736	0.193688	0.0245228	693	612
0.0010864	0.208228	0.0262639	693	612
0.0010918	0.222754	0.0280319	693	612
0.0010987	0.237266	0.0299414	693	612
0.0011041	0.251775	0.0317038	693	612
0.001115	0.26634	0.0334387	693	612
0.0011213	0.280848	0.0351881	693	612
0.0011381	0.295346	0.0370118	693	612
0.0013583	0.309842	0.0388609	693	612
0.0016561	0.324364	0.0413149	693	612
0.0016623	0.338852	0.0432286	693	612
0.0018067	0.353383	0.0450075	693	612
0.0018135	0.367893	0.0467526	693	612
0.0019383	0.382181	0.0484998	695	612
0.0019738	0.396813	0.0503331	698	609
0.0025653	0.411655	0.0521269	701	607
0.0026084	0.426517	0.0539175	704	604
0	0	0	706	601
8.69e-05	0.014525	0.0019798	708	599
0.0001204	0.0286608	0.0048004	711	593
0.0001902	0.0424068	0.0065763	713	589
0.0006342	0.0559246	0.008383	714	584
0.0006645	0.0693127	0.0101285	715	580
0.0007566	0.0804684	0.0120643	715	577
0.0008045	0.0914181	0.0141167	715	576
0.0008443	0.102439	0.0159263	715	574
0.0009512	0.113528	0.0176428	715	572
0.0011334	0.123652	0.0194017	714	568
0.0012459	0.129172	0.0213747	713	566
0.0013252	0.134599	0.0231992	713	565
0.0013476	0.140081	0.0250651	712	564
0.0013528	0.145679	0.026822	712	564
0.0015045	0.151366	0.0286677	711	563
0.0016314	0.1571	0.0304168	710	559
0.0017654	0.162963	0.0321656	709	558
0.0017949	0.168803	0.0339353	707	555
0.0018339	0.174573	0.0356741	706	554
0.0018772	0.180418	0.03741	705	553
0.0019295	0.186201	0.0391661	704	552
0.0019556	0.192051	0.0409179	702	551
0.0020751	0.197851	0.0427051	700	549
0.0022233	0.203705	0.0445003	698	547
0.0023557	0.209669	0.0464326	695	545
0.0023779	0.215584	0.0481671	693	544
0.0024036	0.221529	0.0498879	689	542
0.0024459	0.227651	0.0516682	687	540
0.0024889	0.233836	0.0535284	682	538
0.0025301	0.239817	0.0553286	678	535
0.0026416	0.24579	0.0570538	678	534
0.0027659	0.252001	0.0588519	676	534
0.0027883	0.258001	0.0605793	674	533
0.0028945	0.26418	0.062325	673	533
0.0029915	0.270178	0.0641908	672	533
0.0032678	0.275998	0.0660033	671	533
0.0033635	0.282018	0.0680336	671	533
0.0033708	0.287988	0.069767	671	533
0.0034448	0.293974	0.0715609	671	533
0.0034847	0.299898	0.0732946	671	533
