1157	-9
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1077	702
1027	691
956	678
878	662
820	649
765	631
711	607
695	597
690	593
690	593
690	593
690	593
690	593
690	593
690	593
690	593
688	593
685	594
680	594
674	598
672	599
672	599
672	599
672	599
672	599
671	601
671	604
671	606
671	609
671	610
672	610
673	610
673	610
673	610
675	610
676	610
677	610
680	610
683	611
687	613
690	615
692	616
694	617
696	618
696	618
697	618
697	618
698	619
700	619
701	620
702	620
702	620
702	620
702	620
702	620
702	620
702	620
706	619
714	614
718	610
720	609
724	605
726	603
728	599
728	597
729	594
729	590
729	587
729	586
727	585
724	584
723	584
722	584
721	584
721	583
719	581
717	579
715	577
712	574
710	573
709	572
709	572
707	571
707	571
707	571
706	571
706	571
705	572
700	579
697	585
692	590
689	594
687	598
687	599
687	599
687	600
687	600
687	600
687	600
688	601
689	603
690	604
690	606
690	606
691	609
692	611
693	612
693	612
693	612
693	612
693	612
693	612
693	612
693	612
693	612
693	612
693	612
693	612
693	612
693	612
693	612
695	612
698	609
701	607
704	604
706	601
708	599
711	593
713	589
714	584
715	580
715	577
715	576
715	574
715	572
714	568
713	566
713	565
712	564
712	564
711	563
710	559
709	558
707	555
706	554
705	553
704	552
702	551
700	549
698	547
695	545
693	544
689	542
687	540
682	538
678	535
678	534
676	534
674	533
673	533
672	533
671	533
671	533
671	533
671	533
671	533
670	533
669	533
668	533
667	533
665	534
664	536
658	543
656	544
654	549
653	551
649	556
647	558
646	561
645	563
644	567
644	568
642	570
642	572
642	573
641	576
641	578
640	585
640	588
640	593
640	596
640	597
641	598
641	599
642	603
642	605
643	607
644	609
645	611
646	612
646	612
646	612
646	612
647	613
647	613
647	614
647	614
647	614
647	615
647	615
648	615
648	615
649	615
650	616
650	616
652	616
655	615
656	614
658	612
659	611
660	611
661	610
662	609
664	607
667	604
668	603
669	602
671	599
672	598
672	594
672	593
673	590
673	587
674	585
674	583
674	581
674	581
674	581
674	581
674	581
674	581
674	580
674	579
673	578
672	575
671	572
669	569
668	567
667	565
667	563
666	561
665	559
664	557
663	553
663	552
662	552
662	551
662	550
661	550
661	548
661	548
661	548
661	548
661	548
661	548
661	548
661	548
661	548
661	548
661	548
661	548
661	548
661	548
661	548
661	548
661	548
661	549
661	550
661	550
661	551
661	553
661	554
661	555
661	556
661	556
661	556
661	556
661	556
661	557
661	557
661	557
661	557
661	558
660	558
659	560
658	561
658	562
657	565
655	567
653	569
652	572
652	572
652	572
652	572
651	573
651	574
651	574
651	574
651	577
650	580
650	580
650	581
650	585
650	585
650	587
650	588
650	588
650	588
650	588
650	588
650	588
650	588
650	588
650	588
650	588
650	589
650	590
650	594
650	598
